path|romaji
gan-by-ogai-mori-01839|( ano moto yui de ha ikaga de gozai mashou ) to itsu ta .
gan-by-ogai-mori-01840|( kekkou desu ) to okada ga itsu ta . onna shujin ha jochuu ni iitsuke te ,
gan-by-ogai-mori-01841|kyoudai no hikidashi kara motoyui wo dashi te rai sase ta .
gan-by-ogai-mori-01842|okada ha sore wo uketotsu te , torikago no take no ore ta ato ni
gan-by-ogai-mori-01843|tateyoko ni musubi tsuke ta . ( mazu
gan-by-ogai-mori-01844|boku no shigoto ha kono kurai de o shimai deshou ne ) to itsu te , okada ha toguchi wo shutsu ta . onna
gan-by-ogai-mori-01845|shujin ha ( dou mo makoto ni ) to , samo shi ni kyuushi ta you ni itsu te , ato kara tsui te shutsu ta .
gan-by-ogai-mori-01846|okada ha kozou ni koe wo kake ta . ( kozou san .
gan-by-ogai-mori-01847|o kurou tsuide ni sono hebi wo sute te kure nai ka
gan-by-ogai-mori-01848|) ( ee . sakashita no dobu no fukai tokoro he sute mashou . doko
gan-by-ogai-mori-01849|ka ni nawa ha nai ka naa ) kou itsu te kozou ha atari wo mimawarishi ta .
gan-by-ogai-mori-01850|( nawa ha aru kara age masu yo . sore ni chotto matsu te i te kudasai na ) onna
gan-by-ogai-mori-01851|shujin ha jochuu ni nani ka iitsuke te iru .
gan-by-ogai-mori-01852|sono hima ni okada ha ( sayounara ) to itsu te , ato wo ken zu ni saka wo ori ta .
gan-by-ogai-mori-01853|( nee , kun , bijin no tameme to ha ii nagara , boku ha zuibun hatarai ta darou ) to itsu ta .
gan-by-ogai-mori-01854|( un . onna no tame ni hebi wo korosu to iu no ha , shinwa mei te i te omoshiroi ga ,
gan-by-ogai-mori-01855|dou mo sono hanashi ha sore giri de ha sumi sou ni nai ne
gan-by-ogai-mori-01856|) boku ha shoujiki ni kokoro ni omou touri wo itsutsu ta .
gan-by-ogai-mori-01857|( baka wo ii tamae , mikan no mono nara , happyou shi ha shi nai yo
gan-by-ogai-mori-01858|) okada ga kou itsu ta no mo , kyou shokushi te itsutsu ta wake de ha nakatsu ta rashii .
gan-by-ogai-mori-01859|shikashi kari ni sore giri de sumu mono to shi te ,
gan-by-ogai-mori-01860|ikura ka nokorioshiku omou kurai no koto ha atsu ta no darou .
gan-by-ogai-mori-01861|boku ha okada no hanashi wo kii te , tanni shinwa rashii to itsu ta ga ,
gan-by-ogai-mori-01862|mi ha ima ichi tsu sugu ni mune ni ukan da koto no aru no wo kakushi te i ta .
gan-by-ogai-mori-01863|sore ha kinpei ume wo yomi sashi te shutsu ta okada ga ,
gan-by-ogai-mori-01864|kin ren ni atsu ta no de ha nai ka to omotsu ta no de aru .
gan-by-ogai-mori-01865|daigaku no kozukai agari de ima kanekashishi wo shi te iru matsu zou no mei ha ,
gan-by-ogai-mori-01866|gakusei naka ni shira nu mono ga nai . kin wo kara nu made mo , mei dake ha shitsu te iru .
gan-by-ogai-mori-01867|shikashi muen saka no onna ga matsu zou no mekake da to iu koto ha ,
gan-by-ogai-mori-01868|shira nu nin mo atsu ta . okada ha sono ichi ni n de aru .
gan-by-ogai-mori-01869|boku ha sono goro mada onna no su jou wo suku mo shira nakatsu ta ga ,
gan-by-ogai-mori-01870|sore wo saihou no shishou no tonari ni kakotsu te oku no ga matsu zou da to iu koto dake ha shitsu te i ta .
gan-by-ogai-mori-01871|boku no chishiki ni ha okada ni kurabe te ichi jitsu no chou ga atsu ta . shou owari
gan-by-ogai-mori-01872|o tama ha kore made me de eshaku wo shi ta koto shika nai okada to
gan-by-ogai-mori-01873|shitashiku hanashi wo shi ta tameme ni , jibun no kokoromochi ga ,
gan-by-ogai-mori-01874|ware nagara odoroku hodo kyuugeki ni henka shi te rai ta no wo kanji ta . onna ni ha
gan-by-ogai-mori-01875|hoshii to ha omoi tsutsu mo kaou to made ha omowa nu shinamono ga aru .
gan-by-ogai-mori-01876|sou iu tokei da to ka yubiwa da to ka ga ,
gan-by-ogai-mori-01877|garasu mado no ura ni kazatsu te aru mise wo , onna ha soko wo touru do ni nozoi te iku .
gan-by-ogai-mori-01878|wazawaza sono mise no mae ni yukou to made ha shi nai . nani ka
gan-by-ogai-mori-01879|soto no youji de soko no mae wo tourisugiru koto ni naru to , kitto nozoi te miru no de aru . hoshii to iu nozomi to ,
gan-by-ogai-mori-01880|sore wo kau koto ha shosen kiteoyoba nu to iu akirame to ga ichi tsu ni natsu te , aru tsuusetsu de nai , kasuka na , amai aishou teki jousho ga shouji te iru .
gan-by-ogai-mori-01881|onna ha sore wo ajiu koto wo tanoshimi ni shi te iru . sore to ha chigatsu te ,
gan-by-ogai-mori-01882|onna ga kaou to omou shinamono ha sono onna ni kyouretsu na kutsuu wo kanze saseru .
gan-by-ogai-mori-01883|onna ha ochitsui te i rare nu hodo sono shinamono ni nayamasa reru .
gan-by-ogai-mori-01884|tatoi ki nichi ka mate ba tayasuku te ni iru to shitsu te mo , sore wo matsu yoyuu ga nai .
gan-by-ogai-mori-01885|onna ha sho sa wo mo kan sa wo mo yo yami wo mou setsu wo mo itowa zu ni ,
gan-by-ogai-mori-01886|shoudou teki ni omoitatsu te , sore wo kai ni yuku koto ga aru .
gan-by-ogai-mori-01887|manbiki nan to iu koto wo suru onna mo , betsu ni kaetsu ta ki de kizama re ta mono de ha nai .
gan-by-ogai-mori-01888|tada kono hoshii mono to kai tai mono to no kyoukai ga boyake te shimatsu ta onna taru ni sugi nai .
gan-by-ogai-mori-01889|okada ha o tama no tame ni ha , kore made tada hoshii mono de atsu ta ga ,
gan-by-ogai-mori-01890|ima ya tachimachi henji te kai tai mono ni natsu ta no de aru . o tama ha
gan-by-ogai-mori-01891|kotori wo tasuke te moratsu ta no wo heri ni , dou ni ka shi te okada ni chikayori tai to omotsu ta .
gan-by-ogai-mori-01892|saisho ni kangae ta no ha , nani ka shinamono wo ume ni mota se te rei ni yarou ka to iu koto de aru .
gan-by-ogai-mori-01893|sate shinamono ha nani ni shiyou ka , fujimura no inaka manjuu de mo katsu te yarou ka .
gan-by-ogai-mori-01894|sore de ha amari chie ga nasa sugiru . seken nami no koto ,
gan-by-ogai-mori-01895|tare de mo shi sou na koto ni natsu te shimau . son nara to itsu te ,
gan-by-ogai-mori-01896|kogirire de hiji tsuki de mo nutsu te age tara , okada san ni ha
gan-by-ogai-mori-01897|oboko musume no koi no you de okashii to omowa reyou . dou mo ii omoi tsuki ga nai .
gan-by-ogai-mori-01898|sate shinamono ha nani ka kufuu ga tsui ta to shi te , sore wo tsui ume ni mota se te tsukatsu ta mono darou ka .
gan-by-ogai-mori-01899|meishi ha konaida nakachou de koshirae sase ta no ga aru ga ,
gan-by-ogai-mori-01900|sore wo soe ta dake de ha , mono tara nai . chotto hito fu de kai te yari tai . saa komatsu ta . gakkou ha
gan-by-ogai-mori-01901|jinjou ka ga sumu to sagatsu te shimatsu te , sore kara ha tenarai wo suru hima mo nakatsu ta no de , jibun ni ha manzoku na tegami ha kake nai .
gan-by-ogai-mori-01902|muron ano goten houkou wo shi ta to iu
gan-by-ogai-mori-01903|o tonari no o shishou san ni tanome ba wake ha nai .
gan-by-ogai-mori-01904|shikashi sore ha iya da . tegami ni ha
gan-by-ogai-mori-01905|nani mo nin ni iwa re nu you na koto wo kaku tsumori de ha nai ga ,
gan-by-ogai-mori-01906|tonikaku okada san ni tegami wo yaru to iu koto wo ,
gan-by-ogai-mori-01907|dare ni mo shira se taku nai . maa , dou shi ta mono darou .
gan-by-ogai-mori-01908|choudo onaji michi wo yutsu tari rai tari suru you ni ,
gan-by-ogai-mori-01909|o tama ha kore dake no koto wo jun ni kangae gyaku ni kangae ,
gan-by-ogai-mori-01910|o keshou ya daidokoro no sashizu ni ittan magire te wasure te ha mata omoidashi te i ta .
gan-by-ogai-mori-01911|sono uchi matsu zou ga rai ta . o tama ha shaku wo shi tsutsu mo omoidashi te ,
gan-by-ogai-mori-01912|( nani wo sonna ni kangaekon de iru no da i ) to togame rare ta .
gan-by-ogai-mori-01913|( ara , watakushi nanni mo kangae te nan zoi ha shi mase n wa
gan-by-ogai-mori-01914|) to , imi no nai egao wo shi te mise te , hisoka ni mune wo doki tsuka se ta .
gan-by-ogai-mori-01915|shikashi konogoro ha daibu shugyou ga tsun de rai ta no de , nanimono ka wo kakushi te iru to iu koto wo ,
gan-by-ogai-mori-01916|surudoi matsu zou no me ni mo , youi ni minuka reru you na koto ha nakatsu ta . matsu zou ga kaetsu ta ato de ken ta yume ni ,
gan-by-ogai-mori-01917|o tama ha toutou kashi ori wo katsu te rai te , isoi de ume ni mota se te dashi ta .
gan-by-ogai-mori-01918|sono ato de meishi mo soe zu tegami mo tsuke zu ni tsukatsu ta no ni ki ga tsui te , hatto omou to , yume ga same ta .
gan-by-ogai-mori-01919|yokujitsu ni natsu ta . kono nichi ha okada ga sanpo ni shutsu nakatsu ta ka ,
gan-by-ogai-mori-01920|sore to mo kotchi de ken hazushi ta ka , o tama ha koishii kao wo miru koto ga deki nakatsu ta . sono tsugi no nichi ha
gan-by-ogai-mori-01921|okada ga mata itsu mo no you ni mado no soto wo kayotsu ta . mado no hou wo choito ken te tourisugi ta ga ,
gan-by-ogai-mori-01922|nai ga kurai no de o tama to kao wo miaiseru koto ha deki nakatsu ta .
gan-by-ogai-mori-01923|sono mataji no nichi ha , itsu mo okada no touru jikoku ni naru to ,
gan-by-ogai-mori-01924|o tama ha kusa bouki wo mochidashi te , kakubetsu gomi mo nai koushi ko no nai wo teinei ni souji shi te ,
gan-by-ogai-mori-01925|jibun no hai te iru setsu ta no soto , tada issoku shika dashi te nai koma geta wo ,
gan-by-ogai-mori-01926|migi ni oi tari , hidari ni oi tari shi te i ta .
gan-by-ogai-mori-01927|( ara , watakushi ga haki masu wa ) to itsu te , daidokoro kara shutsu ta ume wo , ( yoi
gan-by-ogai-mori-01928|yo , omae ha nimono wo ken te i te okure , watashi you ga nai kara shi te iru no da yo ) to itsu te oikaeshi ta .
gan-by-ogai-mori-01929|soko he choudo okada ga tourikakatsu te , bou wo nui de eshaku wo shi ta .
gan-by-ogai-mori-01930|o tama ha sou wo motsu ta mama kao wo makka ni shi te bou ritsu ni tatsu te i ta ga ,
gan-by-ogai-mori-01931|nani mo iu koto ga deki zu ni , okada wo iki sugi sase te shimatsu ta .
gan-by-ogai-mori-01932|o tama ha te wo yai ta hi bashi wo houridasu you ni sou wo sute te ,
gan-by-ogai-mori-01933|setta wo nui de isoi de agatsu ta . o tama ha hako hibachi no soba he suwatsu te , hi
gan-by-ogai-mori-01934|wo ijiri nagara omotsu ta . maa , watashi ha nan to iu baka darou .
gan-by-ogai-mori-01935|kyou no you na suzushii nichi ni ha , mou mado wo hirake te nozoi te i te ha okashii to omotsu te ,
gan-by-ogai-mori-01936|yokei na souji no mane nanzo wo shi te , setsu kaku matsu te i ta kuse ni , iza to iu ba ni naru to ,
gan-by-ogai-mori-01937|nanni mo iu koto ga deki nakatsu ta . danna no mae de ha
gan-by-ogai-mori-01938|kan no warui you na kaze ha shi te i te mo , iou to sae omoe ba , donna koto de mo iwa re nu koto ha nai .
gan-by-ogai-mori-01939|sore ni okada san ni ha naze koe ga kake rare nakatsu ta no darou .
gan-by-ogai-mori-01940|anna ni o sewa ni natsu ta no da kara , o rei wo iu no ha atarimae da .
gan-by-ogai-mori-01941|sore ga kyou iwa re nu you de ha , ano hou ni mono wo iu ori ha nakunatsu te shimau ka mo shire nai .
gan-by-ogai-mori-01942|ume wo shi ni shi te nani ka mota se te ageyou to omotsu te mo , sore ha deki zu , o me ni kakatsu te mo , mono wo iu koto ga deki naku te ha , dou ni mo shiyou ga nakunatsu te shimau .
gan-by-ogai-mori-01943|ittai watashi ha ano toki naze koe ga shutsu nakatsu ta no darou .
gan-by-ogai-mori-01944|sou , sou . ano toki watashi ha tashika ni mono wo iou to shi ta .
gan-by-ogai-mori-01945|tada nani to itsu te yoi ka wakara nakatsu ta no da . ( okada san ) to narenareshiku yobikakeru koto ha deki nai .
gan-by-ogai-mori-01946|son nara to itsu te , kao wo miaise te ( moshimoshi ) to mo ii nikui .
gan-by-ogai-mori-01947|honni kou omotsu te miru to , ano toki magomago shi ta no mo muri ha nai .
gan-by-ogai-mori-01948|kou shi te yukkuri kangae te ken te sae , nan to itsu te ii ka wakara nai no da mono . iyaiya . konna koto wo omou no ha
gan-by-ogai-mori-01949|yappari watashi ga baka na no da . koe nanzo wo kakeru ni ha oyoba nai . sugu ni soto he kakedase ba sukatsu ta no da .
gan-by-ogai-mori-01950|sou shi tara okada san ga ashi wo tome ta ni chigai nai . ashi sae chuume te morae ba ,
gan-by-ogai-mori-01951|( ano , konaida ha ton da koto de o sewa sama ni nari mashi te ) to de mo , nan to de mo iu koto ga deki ta no da .
gan-by-ogai-mori-01952|o tama ha konna koto wo kangae te hi wo ijitsu te iru uchi ni ,
gan-by-ogai-mori-01953|tetsubin no futa ga o dori dashi ta no de , yuge wo morasu you ni futa wo kitsu ta .
gan-by-ogai-mori-01954|sore kara ha o tama ha jibun de mono wo iou ka ,
gan-by-ogai-mori-01955|shi wo yarou ka to ni sama ni kufuu wo korashi hajime ta .
gan-by-ogai-mori-01956|sono uchi yuugata ha shidai ni suzushiku natsu te , mado no shouji ha hirake te i nikui .
gan-by-ogai-mori-01957|niwa no souji ha kore made asa ichi do ni kimatsu te i ta no ni ,
gan-by-ogai-mori-01958|konaida no koto ga atsu te kara ha , ume ga asaban ni souji wo suru no de , kore mo te ga dashi nikui .
gan-by-ogai-mori-01959|o tama ha yu ni yuku jikoku wo osoku shi te , tochuu de okada ni houou to shi ta ga ,
gan-by-ogai-mori-01960|sakashita no yuya made no michi ha amari chikai no de ,
gan-by-ogai-mori-01961|nakanaka au koto ga deki nakatsu ta . mata shi wo yaru to iu koto mo ,
gan-by-ogai-mori-01962|hika zu ga tate ba tatsu hodo deki nikuku natsu ta .
gan-by-ogai-mori-01963|soko de o tama ha ichiji konna koto wo omotsu te , muri ni akirame wo tsuke te i ta .
gan-by-ogai-mori-01964|watashi ha are kiri okada san ni o rei wo iwa nai de iru .
gan-by-ogai-mori-01965|iwa naku te ha suma nu o rei ga iwa zu ni atsu te mire ba ,
gan-by-ogai-mori-01966|watashi ha okada san no shi te kure ta koto wo on ni ki te iru . kono watashi ga on ni hi te iru to iu koto ha
gan-by-ogai-mori-01967|okada san ni ha wakatsu te iru hazu de aru . kou natsu te iru no ga ,
gan-by-ogai-mori-01968|kaette heta ni o rei wo shi te shimatsu ta yori ii ka mo shire nu to omotsu ta no de aru .
gan-by-ogai-mori-01969|shikashi o tama ha sono on ni hi te iru to iu koto wo tansho ni shi te ,
gan-by-ogai-mori-01970|ikkoku mo hayaku okada ni chikazui te ken tai .
gan-by-ogai-mori-01971|tada sono houhou shudan ga e rare nu no de ,
gan-by-ogai-mori-01972|matsu zou ni iwa reru koto ni natsu te kara , mijikai gappi no kan ni ,
gan-by-ogai-mori-01973|shuui kara you ni otoshime rare , in ni urayama reru mekake to iu mono no kurushi sa wo ajitsu te ,
gan-by-ogai-mori-01974|sono okage de isshu no seken wo baka ni shi ta you na kishou wo yousei shi te ha iru ga ,
gan-by-ogai-mori-01975|ne ga zennin de , mada nin ni moma re te inu no de ,
gan-by-ogai-mori-01976|geshuku ya ni sumatsu te iru shosei no okada ni chikazuku no wo hidoku okkuu ni omotsu te i ta no de aru .
gan-by-ogai-mori-01977|sono uchi akibiyori ni mado wo hirake te i te ,
gan-by-ogai-mori-01978|mata okada to eshaku wo kawasu nichi ga atsu te mo , setsu kaku shitashiku mono wo itsutsu te , tenugui wo tewatashi shi ta no ga , sukoshi mo sekkin no kaidan wo katachizukura zu ni shimatsu te , sore hodo no koto no atsu ta nochi ga ,
gan-by-ogai-mori-01979|nanigoto mo nakatsu ta mae to , nan no kotonaru tokoro mo nakunatsu te i ta .
gan-by-ogai-mori-01980|o tama ha sore wo hidoku jirettaku omotsu ta . matsu zou ga rai te i te mo ,
gan-by-ogai-mori-01981|hako hibachi wo naka ni oi te , mukiatsu te hanashi wo shi te iru kan ni , kore ga okada san datsu tara to omou .
gan-by-ogai-mori-01982|saisho ha sou omou do ni , jibun de jibun no ouchaku wo seme te i ta ga ,
gan-by-ogai-mori-01983|shidai ni heiki de okada no koto bakari omoi tsutsu mo ,
gan-by-ogai-mori-01984|hanashi no choushi wo awase te iru you ni natsu ta . sore kara matsu zou no jiyuu ni natsu te i te ,
gan-by-ogai-mori-01985|me wo tsubutsu te okada no koto wo omou you ni natsu ta .
gan-by-ogai-mori-01986|oriori ha yume no naka de okada to ichisho ni naru .
gan-by-ogai-mori-01987|wazurawashii junjo mo hakobi mo naku ichisho ni naru .
gan-by-ogai-mori-01988|soshite ( aa , ureshii ) to omou to tanni ,
gan-by-ogai-mori-01989|aite ga okada de ha naku te matsu zou ni natsu te iru .
gan-by-ogai-mori-01990|hatto odoroi te me wo samashi te , sore kara shinkei ga koufun shi te ne rare nu no de , jire te naku koto mo aru .
gan-by-ogai-mori-01991|itsu no kan ni ka juu ichi gatsu ni natsu ta . koharu hiyori ga tsuzui te ,
gan-by-ogai-mori-01992|mado wo hirake te oi te mo medata nu no de , o tama ha mata
gan-by-ogai-mori-01993|okada no kao wo mainichi no you ni miru koto ga deki ta .
gan-by-ogai-mori-01994|kore made usurasamui ame no nichi nado ga tsuzui te ,
gan-by-ogai-mori-01995|ni san nichi mo okada no kao no ken rare nu koto ga aru to ,
gan-by-ogai-mori-01996|o tama ha fusai de i ta . sore de mo akumade sunao na tachi na no de ,
gan-by-ogai-mori-01997|ume ni muri wo itsutsu te meiwaku sa seru you na koto ha nai .
gan-by-ogai-mori-01998|mashite ya matsu zou ni fu kigen na kao wo mise nanzo ha shi nai .
gan-by-ogai-mori-01999|tada sonna toki ha hako hibachi no fuchi ni hiji wo tsui te , bonyari shi te damatsu te iru no de ,
gan-by-ogai-mori-02000|ume ga ( doko ka o warui no desu ka ) to itsu ta koto ga aru dake de aru .
gan-by-ogai-mori-02001|sore ga okada no kao ga konogoro tsuzui te ken rareru no de ,
gan-by-ogai-mori-02002|mezurashiku ukiuki shi te rai te , aru asa itsu mo yori mo kigaru ni nai wo shutsu te ,
gan-by-ogai-mori-02003|ikenohata no chichioya no tokoro he asobi ni yutsu ta .
gan-by-ogai-mori-02004|o tama ha chichioya wo ichi shuukan ni ichi do zutsu kurai ha kitto tazuneru koto ni shi te iru ga ,
gan-by-ogai-mori-02005|mada ichi do mo ichi jikan ijou koshi wo ochitsuke te i ta koto ha nai .
gan-by-ogai-mori-02006|sore ha chichioya ga yurusa nu kara de aru .
gan-by-ogai-mori-02007|chichioya ha yuku do ni yasashiku shi te kureru .
gan-by-ogai-mori-02008|nani ka umai mono de mo aru to , sore wo dashi te cha wo noma seru .
gan-by-ogai-mori-02009|shikashi sore dake no koto wo shi te shimau to , sugu ni kaere to iu .
gan-by-ogai-mori-02010|kore ha roujin no ki no mijikai tameme bakari de ha nai . houkou ni dashi ta kara ni ha ,
gan-by-ogai-mori-02011|katte ni jibun no tokoro ni hikitome te oi te ha suma nu to omou no de aru .
gan-by-ogai-mori-02012|o tama ga ni do me ka san do me ni chichioya no tokoro ni rai ta toki ,
gan-by-ogai-mori-02013|gozen no uchi ha danna no mieru koto ha kesshite nai kara ,
gan-by-ogai-mori-02014|sukoshi ha yukkuri shi te i te mo ii to itsu ta koto ga aru . chichioya ha shouchi shi nakatsu ta .
gan-by-ogai-mori-02015|( naruhodo kore made ha o ide ga nakatsu ta ka mo shire nai .
gan-by-ogai-mori-02016|sore de mo itsu nani no o youji ga atsu te o shutsu nasaru ka mo shire nu de ha nai ka .
gan-by-ogai-mori-02017|danna ni moushiage te o hima wo itadai ta nichi ha betsu da ga ,
gan-by-ogai-mori-02018|omae no you ni kaimono ni shutsu te yotsu te , yukkuri shi te i te ha nara nai . sore de ha doko wo urotsui te iru ka to , danna ga o omoi nasa re te mo shikata ga nai ) to iu no de atsu ta .
gan-by-ogai-mori-02019|moshi chichioya ga matsu zou no shokugyou wo kii te kokoromochi wo waruku shi ha su mai ka to , o tama ha shijuu shinpai shi te ,
gan-by-ogai-mori-02020|tazune te yuku do ni yousu wo miru ga , chichioya ha mattaku shira zu ni iru rashii . sore ha sono hazu de aru .
gan-by-ogai-mori-02021|chichioya ha ikenohata ni koshi te rai te kara , shibaraku tatsu uchi ni
gan-by-ogai-mori-02022|kashihon wo yomu koto wo hajime te , hiruma ha itsu mo megane wo kake te kashihon wo yon de iru .
gan-by-ogai-mori-02023|sore mo jitsuroku mono to ka koudan mono to ka iu ( kaki hon ) ni kagitsu te iru .
gan-by-ogai-mori-02024|kono goro yon de iru no ha mi kawa gofu u doki de aru .
gan-by-ogai-mori-02025|kore ha daibu sassuu ga ooi kara , toubun kono hon dake de tanoshimeru to itsu te iru .
gan-by-ogai-mori-02026|kashihon ya ga ( yomihon ) wo mise te susumeru to ,
gan-by-ogai-mori-02027|sore ha u sono kai te aru hon darou to itsu te , te ni totsu te miyou to mo shi nai .
gan-by-ogai-mori-02028|yoru ha me ga kutabireru to itsu te hon wo yoma zu ni , yose he yuku .
gan-by-ogai-mori-02029|yose de kiku mono nara , hontou ka ka nado to ha unwa zu ni , rakugo mo kike ba gidayuu mo kiku .
gan-by-ogai-mori-02030|omoni koushaku bakari kakaru hirokouji no seki he ha ,
gan-by-ogai-mori-02031|yohodo ki ni itsutsu ta nin ga shutsu naku te ha yuka nu no de aru . douraku ha tada sore dake de ,
gan-by-ogai-mori-02032|nin to mudabanashi wo suru to iu koto ga nai kara , tomodachi mo deki nai .
gan-by-ogai-mori-02033|soko de matsu zou no minoue nazo wo kikidasu innen ha shouji te rai nu no de aru .
gan-by-ogai-mori-02034|sore de mo kinjo ni ha , ano inkyo no nai he tazune te kuru yoi onna ha
gan-by-ogai-mori-02035|nan darou to sensaku shi te , toutou kouri tai no mekake da sou da to tsukitome ta mono mo aru .
gan-by-ogai-mori-02036|moshi ryoudonari ni kuchi no urusai nin de mo iru to ,
gan-by-ogai-mori-02037|jiii san ga donna ni kokoroyasu date wo se zu ni i te mo ,
gan-by-ogai-mori-02038|muri ni mo en na uwasa wo bunse rareru no da ga , tame awase na koto ni ha
gan-by-ogai-mori-02039|ippou no tonari ga hakubutsu kan no zokkan de , houjou nanzo wo ijitsu te tenarai bakari shi te iru otoko ,
gan-by-ogai-mori-02040|ippou no tonari ga mou mezurashii mono ni natsu te iru ha n gishi de , ten koku nanzo ni ha te wo dasa nu otoko da kara ,
gan-by-ogai-mori-02041|dochira mo jiii san no kokoro no heiwa wo yaburu you na osore ha nai .
gan-by-ogai-mori-02042|mada naran de iru ie no naka de , mise wo hirake te shoubai wo shi te iru no ha
gan-by-ogai-mori-02043|sobaya no hasu tama iori to senbei ya to , sono sakiki no mou hirokouji no kaku ni chikai tokoro no juu san ya to iu kushi ya to no soto ni ha nakatsu ta jidai de aru .
gan-by-ogai-mori-02044|jiii san ha koushi ko wo hirake te ha iru nin no kehai ,
gan-by-ogai-mori-02045|kei ge na koma geta no oto dake de , mada yasashii koe no otonai wo kika nu uchi ni , mou o tama ga rai ta no da to iu koto wo shitsu te ,
gan-by-ogai-mori-02046|yomi sashi no nochi fuudo ki wo shita ni oi te matsu te iru .
gan-by-ogai-mori-02047|kake te i ta me kin wo hazushi te , kawai i musume no kao wo miru nichi ha ,
gan-by-ogai-mori-02048|jiii san no tame ni ha saijitsu de aru . musume ga kore ba , kitto me kin wo dassu .
gan-by-ogai-mori-02049|me kin de ken ta hou ga suku mieru hazu da ga , dou shi te mo me kin koshi de ha hedate ga aru you de ki ga suma nu no de aru .
gan-by-ogai-mori-02050|musume ni hanashi tai koto ha itsu mo tamatsu te i te , sono ichi bubun wo wasure te nokoshi ta no ni ,
gan-by-ogai-mori-02051|itsu mo musume no kaetsu ta ato de ki ga tsuku . shikashi
gan-by-ogai-mori-02052|( danna ha o kigen suku te o shutsu ni naru ka i
gan-by-ogai-mori-02053|) to matsu zou no anpi wo tou koto dake ha wasure nai .
gan-by-ogai-mori-02054|o tama ha kyou kigen no ii chichioya no kao wo ken te , acha no tsubone no hanashi wo bunse te morai ,
gan-by-ogai-mori-02055|hirokouji ni deki ta o osen ju no demise de katsu ta to iu ,
gan-by-ogai-mori-02056|ichi shaku shihou mo aru karuyaki no chisou ni natsu ta .
gan-by-ogai-mori-02057|soshite chichioya ga ( mada kaera naku te mo yoi ka i
gan-by-ogai-mori-02058|) to tabitabi kiku no ni , ( daijoubu yo ) to warai nagara itsu te , toutou shougo chikaku made ason de i ta .
gan-by-ogai-mori-02059|soshite konogoro no you ni matsu zou ga fui ni kuru koto no aru no wo chichioya ni hanashi tara , ano kaera naku te mo yoi ka to iu saisoku ga issou hageshiku naru darou to , kokoro no uchi de omotsu ta .
gan-by-ogai-mori-02060|jibun ha itsu ka ouchaku ni natsu te , matsu zou ni rusu no ma ni rai rare te ha nara nu to iu you na kokoro ken wo se nu you ni natsu te iru no de aru . shou owari
gan-by-ogai-mori-02061|re mashi ta . ni juuichi jikou ga shidai ni samuku natsu te , o tama no ie no nagashi no mae ni , geta de fumu tokoro dake
gan-by-ogai-mori-02062|ita ga tsuchi ni ume te aru , sono ita no ue ni ha asashimo ga masshiro ni oku .
gan-by-ogai-mori-02063|fukai ido no nagai tsurube nawa ga tsumetai kara ,
gan-by-ogai-mori-02064|ume ni kinodoku da to itsu te , o tama ha tebukuro wo katsu te yatsu ta ga ,
gan-by-ogai-mori-02065|sore wo ichiichi hame tari nui dari shi te ,
gan-by-ogai-mori-02066|daidokoro no you ga dekiru mono de ha nai to omotsu ta ume ha ,
gan-by-ogai-mori-02067|moratsu ta tebukuro wo taisetsu ni shimatsu te oi te , yahari sude de mizu wo kumu .
gan-by-ogai-mori-02068|araimono wo sa seru ni mo , zoukin gake wo sa seru ni mo , yu
gan-by-ogai-mori-02069|wo wakashi te tsukawa seru no ni , ume no te ga sorosoro are te kuru .
gan-by-ogai-mori-02070|o tama ha sore wo ki ni shi te , konna koto wo itsutsu ta .
gan-by-ogai-mori-02071|( nan de mo te wo nurashi ta ato wo sono mama ni shi te oku no ga warui no da yo .
gan-by-ogai-mori-02072|mizu kara te wo dashi tara , sugu ni suku nugui te kawakashi te o chi .
gan-by-ogai-mori-02073|you ga hentsui tara , wasure nai de shabon de te wo arau no da yo
gan-by-ogai-mori-02074|) kou itsu te shabon made katsu te watashi ta .
gan-by-ogai-mori-02075|sore de mo ume no te ga shidai ni areru no wo , o tama ha kinodoku gatsu te iru .
gan-by-ogai-mori-02076|soshite ano kurai no koto ha jibun mo shi ta ga ,
gan-by-ogai-mori-02077|ume no you ni te no are ta koto ha nakatsu ta no ni to , fushigi ni mo omou no de aru .
gan-by-ogai-mori-02078|asa me wo samashi te oki zu ni ha i rare nakatsu ta o tama mo ,
gan-by-ogai-mori-02079|konogoro ha ume ga , ( kesa ha nagashi ni koori ga hatsu te i masu ,
gan-by-ogai-mori-02080|mo sukoshi o kyuu ni natsu te irasshai mashi ) nazo to iu to , tsui futon ni kurumatsu te iru sama ni natsu ta .
gan-by-ogai-mori-02081|kyouiku ie ha mou zou wo okosa se nu tame ni
gan-by-ogai-mori-02082|seinen ni toko ni itsu te kara bi tsuka zu ni iru na ,
gan-by-ogai-mori-02083|me ga same te kara oki zu ni iru na to imashimeru .
gan-by-ogai-mori-02084|shousou na mi wo atatakai fusuma no uchi ni oke ba ,
gan-by-ogai-mori-02085|dokusou no hana wo hi no naka ni saka se ta you na shazou ga kizasu kara de aru .
gan-by-ogai-mori-02086|o tama no souzou mo konna toki ni ha zuibun houshi ni natsu te kuru koto ga aru .
gan-by-ogai-mori-02087|sou iu toki ni ha me ni isshu no hikari ga shouji te , sake ni yotsu ta you ni
gan-by-ogai-mori-02088|mabuta kara hoo ni kake kure nai ga minagiru no de aru .
